witch,a certain curve of the third order  described by maria agnesi under the name versiera . ,a woman who is believed to have magic powers . 
witch,a certain curve of the third order  described by maria agnesi under the name versiera . ,a woman who is believed to have magic powers . 
with,see withe . ,in the company of .  
with,see withe . ,in the company of .  
withdraw,to take back or away  as what has been bestowed or enjoyed ;  to draw back ;  to cause to move away or retire ;  as to withdraw aid favor capital or the like . ,to take out or away ;  remove .  
withdraw,to take back or away  as what has been bestowed or enjoyed ;  to draw back ;  to cause to move away or retire ;  as to withdraw aid favor capital or the like . ,to take out or away 
withdraw,to take back or away  as what has been bestowed or enjoyed ;  to draw back ;  to cause to move away or retire ;  as to withdraw aid favor capital or the like . ,  remove .  
withdrew,of withdraw,past tense of withdraw . 
withdrew,of withdraw,past tense of withdraw . 
wither,  as a reputation withered by calumny . ,to dry up or wilt .  
wither,  as a reputation withered by calumny . ,to dry up or wilt .  
withheld,of withhold,past tense and past participle of withhold . 
withheld,of withhold,past tense and past participle of withhold . 
withhold,to hold back ;  to restrain ;  to keep from action . ,to hold back ;  control .  
withhold,to hold back ;  to restrain ;  to keep from action . ,to hold back 
withhold,to hold back ;  to restrain ;  to keep from action . ,  control .  
within,  not beyond overstepping exceeding or the like . ,into or in the inner part of a room  .   building  .   or other space .  
within,  not beyond overstepping exceeding or the like . ,into or in the inner part of a room  .   building  .   or other space .  
without,  outwardly ,  lacking .  
without,  outwardly ,having none of or no 
without,  outwardly ,having none of or no ;  lacking .  
withstand,to stand against ;  to oppose ;  to resist  either with physical or moral force ;  as to withstand an attack of troops ;  to withstand eloquence or arguments . ,to resist or stand up to ;  bear . 
withstand,to stand against ;  to oppose ;  to resist  either with physical or moral force ;  as to withstand an attack of troops ;  to withstand eloquence or arguments . ,  bear . 
withstand,to stand against ;  to oppose ;  to resist  either with physical or moral force ;  as to withstand an attack of troops ;  to withstand eloquence or arguments . ,to resist or stand up to 
withstood,o withstand . ,past tense and past participle of withstand . 
withstood,o withstand . ,past tense and past participle of withstand . 
witness,attestation of a fact or an event ,to watch or be present at .  
witness,attestation of a fact or an event ,to watch or be present at .  
witness,attestation of a fact or an event ,to watch or be present at .  
witness,attestation of a fact or an event ,to watch or be present at .  
witty,  good at repartee ,showing or characterized by clever humor . 
witty,  good at repartee ,showing or characterized by clever humor . 
wives,pl .  of wife . ,plural of wife . 
wives,pl .  of wife . ,plural of wife . 
wizard,haunted by wizards . ,a person who is believed to have magic powers .  
wizard,haunted by wizards . ,a person who is believed to have magic powers .  
wobble,see wabble . ,to move or tip from side to side in an unsteady way 
wobble,see wabble . ,to move or tip from side to side in an unsteady way ;  be out of balance . 
wobble,see wabble . ,  be out of balance . 
woe,woeful ;  sorrowful . ,great suffering or sorrow .  
woe,woeful ;  sorrowful . ,great suffering or sorrow .  
woke,wake . ,a past tense of wake . 
woke,wake . ,a past tense of wake . 
wolf,  as they toiled hard to keep the wolf from the door . ,a wild mammal that has a pointed nose  .   pointed ears  .   and a bushy tail .  wolves are closely related to coyotes  .   dogs  .   and foxes .  they usually eat birds and other small animals  .   but they also hunt in packs for larger animals such as deer .  wolves used to be common in europe  .   asia  .   and north america  .   but are now extinct or endangered in most areas .  
wolf,  as they toiled hard to keep the wolf from the door . ,a wild mammal that has a pointed nose  .   pointed ears  .   and a bushy tail .  wolves are closely related to coyotes  .   dogs  .   and foxes .  they usually eat birds and other small animals  .   but they also hunt in packs for larger animals such as deer .  wolves used to be common in europe  .   asia  .   and north america  .   but are now extinct or endangered in most areas .  
wolverine,a nickname for an inhabitant of michigan . ,a mammal with a long  .   thick body  .   short legs  .   and a bushy tail .  wolverines have dark fur with white marks on the face and body .  they are the largest kind of weasel  .   and may grow over three feet long .  wolverines hunt many kinds of animals  .   including large mammals .  they live in the northern parts of north america  .   europe  .   and asia . 
wolverine,a nickname for an inhabitant of michigan . ,a mammal with a long  .   thick body  .   short legs  .   and a bushy tail .  wolverines have dark fur with white marks on the face and body .  they are the largest kind of weasel  .   and may grow over three feet long .  wolverines hunt many kinds of animals  .   including large mammals .  they live in the northern parts of north america  .   europe  .   and asia . 
wolves,of wolf,plural of wolf . 
wolves,of wolf,plural of wolf . 
woman,an adult female person ;  a grown up female person  as distinguished from a man or a child ;  sometimes any female person . ,an adult female human .  
woman,an adult female person ;  a grown up female person  as distinguished from a man or a child ;  sometimes any female person . ,an adult female human .  
womanhood,the state of being a woman ,the state of being a woman . 
womanhood,the state of being a woman ,the state of being a woman . 
wombat,any one of three species of australian burrowing marsupials of the genus phascolomys  especially the common species  .  they are nocturnal in their habits and feed mostly on roots . ,a mammal with brown fur and short  .   thick legs .  wombats are australian marsupials that live in burrows and eat plants .  they are closely related to koalas . 
wombat,any one of three species of australian burrowing marsupials of the genus phascolomys  especially the common species  .  they are nocturnal in their habits and feed mostly on roots . ,a mammal with brown fur and short  .   thick legs .  wombats are australian marsupials that live in burrows and eat plants .  they are closely related to koalas . 
women,pl .  of woman . ,plural of woman . 
women,pl .  of woman . ,plural of woman . 
won,of win,past tense and past participle of win . 
won,of win,past tense and past participle of win . 
wonder,that emotion which is excited by novelty  or the presentation to the sight or mind of something new unusual strange great extraordinary or not well understood ,to feel admiration  .   surprise  .   or amazement  .  
wonder,that emotion which is excited by novelty  or the presentation to the sight or mind of something new unusual strange great extraordinary or not well understood ,to feel admiration  .   surprise  .   or amazement  .  
wonderful,adapted to excite wonder or admiration ;  surprising ;  strange ;  astonishing . ,causing feelings of wonder ;  excellent or amazing . 
wonderful,adapted to excite wonder or admiration ;  surprising ;  strange ;  astonishing . ,  excellent or amazing . 
wonderful,adapted to excite wonder or admiration ;  surprising ;  strange ;  astonishing . ,causing feelings of wonder 
wont,a colloquial contraction of woll not .  will not .  see will . ,shortened form of will not . 
wont,a colloquial contraction of woll not .  will not .  see will . ,shortened form of will not . 
wont,a colloquial contraction of woll not .  will not .  see will . ,shortened form of will not . 
wont,a colloquial contraction of woll not .  will not .  see will . ,shortened form of will not . 
wood,the substance of trees and the like ,the hard material lying under the bark that makes up the trunk and branches of a tree .  
wood,the substance of trees and the like ,the hard material lying under the bark that makes up the trunk and branches of a tree .  
woodchuck,the yaffle  or green woodpecker . ,a rodent with a thick body and shaggy brown fur .  woodchucks live in burrows and sleep all winter .  they are also called groundhogs .  woodchucks are common in canada and the northeastern united states
woodchuck,the yaffle  or green woodpecker . ,a rodent with a thick body and shaggy brown fur .  woodchucks live in burrows and sleep all winter .  they are also called groundhogs .  woodchucks are common in canada and the northeastern united states
wooded,  as land wooded and watered . ,having woods ;  covered with trees . 
wooded,  as land wooded and watered . ,  covered with trees . 
wooded,  as land wooded and watered . ,having woods 
wooden,made or consisting of wood ;  pertaining to  or resembling wood ;  as a wooden box ;  a wooden leg ;  a wooden wedding . ,made of wood . 
wooden,made or consisting of wood ;  pertaining to  or resembling wood ;  as a wooden box ;  a wooden leg ;  a wooden wedding . ,made of wood . 
woodland,  sylvan . ,  forest . 
woodland,  sylvan . ,land covered with woods 
woodland,  sylvan . ,land covered with woods ;  forest . 
woodpecker,any one of numerous species of scansorial birds belonging to picus and many allied genera of the family picidae . ,a bird with a hard  .   pointed bill for making holes in trees to find insects to eat .  their strong claws and stiff tails help them climb trees .  woodpeckers are of many different sizes . 
woodpecker,any one of numerous species of scansorial birds belonging to picus and many allied genera of the family picidae . ,a bird with a hard  .   pointed bill for making holes in trees to find insects to eat .  their strong claws and stiff tails help them climb trees .  woodpeckers are of many different sizes . 
woodwork,work made of wood ,door and window frames and other wooden parts inside a house  .   or other objects or parts made of wood . 
woodwork,work made of wood ,door and window frames and other wooden parts inside a house  .   or other objects or parts made of wood . 
woody,consisting of  or containing wood or woody fiber ;  ligneous ;  as the woody parts of plants . ,filled with trees 
woody,consisting of  or containing wood or woody fiber ;  ligneous ;  as the woody parts of plants . ,  wooded .  
woody,consisting of  or containing wood or woody fiber ;  ligneous ;  as the woody parts of plants . ,filled with trees ;  wooded .  
wool,a sort of pubescence  or a clothing of dense curling hairs on the surface of certain plants . ,the thick  .   soft  .   often curly hair of sheep  .   goats  .   llamas  .   and other animals .  
wool,a sort of pubescence  or a clothing of dense curling hairs on the surface of certain plants . ,the thick  .   soft  .   often curly hair of sheep  .   goats  .   llamas  .   and other animals .  
woolen,made of wool ;  consisting of wool ;  as  woolen goods . ,of or made of wool . 
woolen,made of wool ;  consisting of wool ;  as  woolen goods . ,of or made of wool . 
word,account ,a sound  .   group of sounds  .   or the symbols for such sounds in writing that have some meaning .  words are a basic unit of language .  
word,account ,a sound  .   group of sounds  .   or the symbols for such sounds in writing that have some meaning .  words are a basic unit of language .  
wording,  phrasing . ,the act or manner of putting into words . 
wording,  phrasing . ,the act or manner of putting into words . 
wordy,using many words ,having or using too many words . 
wordy,using many words ,having or using too many words . 
wore,of wear,past tense of wear . 
wore,of wear,past tense of wear . 
work,  to accomplish ,the use of energy or effort to achieve a result by doing or making something ;  labor .  
work,  to accomplish ,  labor .  
work,  to accomplish ,the use of energy or effort to achieve a result by doing or making something 
workbench,a bench on which work is performed  as in a carpenters shop . ,a sturdy table or bench where a carpenter or other worker works . 
workbench,a bench on which work is performed  as in a carpenters shop . ,a sturdy table or bench where a carpenter or other worker works . 
workbench,a bench on which work is performed  as in a carpenters shop . ,a sturdy table or bench where a carpenter or other worker works . 
workbench,a bench on which work is performed  as in a carpenters shop . ,a sturdy table or bench where a carpenter or other worker works . 
worker,one who  or that which works ,someone who works at a task or job .  
worker,one who  or that which works ,someone who works at a task or job .  
working,a  n .  from work . ,the act or activity of someone or something that works .  
working,a  n .  from work . ,the act or activity of someone or something that works .  
workman,a man employed in labor  whether in tillage or manufactures ;  a worker . ,a male worker who works with his hands or with machines . 
workman,a man employed in labor  whether in tillage or manufactures ;  a worker . ,a male worker who works with his hands or with machines . 
workmanship,the art or skill of a workman ;  the execution or manner of making anything . ,the art or skill of someone who works with their hands or with machines .  
workmanship,the art or skill of a workman ;  the execution or manner of making anything . ,the art or skill of someone who works with their hands or with machines .  
workshop,a shop where any manufacture or handiwork is carried on . ,a room or building in which a particular kind of work is done  .   usually involving manual or mechanical skills .  
workshop,a shop where any manufacture or handiwork is carried on . ,a room or building in which a particular kind of work is done  .   usually involving manual or mechanical skills .  
world,  engrossment or absorption in the affairs of this life ,the universe 
world,  engrossment or absorption in the affairs of this life ,  everything that exists .  
world,  engrossment or absorption in the affairs of this life ,the universe ;  everything that exists .  
worldly,lay  as opposed to clerical . ,of or relating to the material world ;  not spiritual .  
worldly,lay  as opposed to clerical . ,  not spiritual .  
worldly,lay  as opposed to clerical . ,of or relating to the material world 
worm,same as vermes . ,an animal with a long  .   thin  .   round or flat body .  worms have no legs and move by creeping or crawling .  worms are invertebrates and have no backbone .  
worm,same as vermes . ,an animal with a long  .   thin  .   round or flat body .  worms have no legs and move by creeping or crawling .  worms are invertebrates and have no backbone .  
worn,p .  p .  of wear . ,the past participle of wear .  
worn,p .  p .  of wear . ,the past participle of wear .  
worn out,  as worn out garments . ,no longer able to be used because of wear .  
worn out,  as worn out garments . ,no longer able to be used because of wear .  
worried,of worry,feeling trouble or anxiety about something that might happen . 
worried,of worry,feeling trouble or anxiety about something that might happen . 
worry,  the horse worries . ,to feel anxious  .   troubled  .   or uneasy .  
worry,  the horse worries . ,to feel anxious  .   troubled  .   or uneasy .  
worse,  defeat . ,comparative of bad and ill .  
worse,  defeat . ,comparative of bad and ill .  
worship,  dignity ,love and devotion shown to a being or an object considered sacred .  
worship,  dignity ,love and devotion shown to a being or an object considered sacred .  
worst,  to get the better of ,superlative of bad or ill .  
worst,  to get the better of ,superlative of bad or ill .  
worst,  to get the better of ,superlative of bad or ill .  
worst,  to get the better of ,superlative of bad or ill .  
worth,  excellence ,good or important enough for .  
worth,  excellence ,good or important enough for .  
worthless,  a worthless magistrate . ,without use or value . 
worthless,  a worthless magistrate . ,without use or value . 
worthwhile,worth the time or effort spent . ,valuable enough to be worth doing . 
worthwhile,worth the time or effort spent . ,valuable enough to be worth doing . 
worthy,  one distinguished for useful and estimable qualities ,having enough worth or value .  
worthy,  one distinguished for useful and estimable qualities ,having enough worth or value .  
would,see d weld . ,used as a past form of will after verbs in the past tense that report speech or thoughts .  
would,see d weld . ,used as a past form of will after verbs in the past tense that report speech or thoughts .  
wound,of wind,a cut or other injury to a part of the body .  
wound,of wind,past tense and past participle of wind . 
wound,of wind,a cut or other injury to a part of the body .  
wound,of wind,past tense and past participle of wind . 
wove,of weave,past tense of weave . 
wove,of weave,past tense of weave . 
woven,of weave,a past participle of weave . 
woven,of weave,a past participle of weave . 
wrangle,  to brawl ,to quarrel over .  
wrangle,  to brawl ,to quarrel over .  
wrap,  hence  to involve as an effect or consequence ,to cover by circling or folding something around .  
wrap,  hence  to involve as an effect or consequence ,to cover by circling or folding something around .  
wrapper,specifically  a loose outer garment ;  an article of dress intended to be wrapped round the person ;  as a morning wrapper ;  a gentlemans wrapper . ,that which is used to cover something . 
wrapper,specifically  a loose outer garment ;  an article of dress intended to be wrapped round the person ;  as a morning wrapper ;  a gentlemans wrapper . ,that which is used to cover something . 
wrapping,of wrap,paper or some other material that is used to cover something . 
wrapping,of wrap,paper or some other material that is used to cover something . 
wrath,violent anger ;  vehement exasperation ;  indignation ;  rage ;  fury ;  ire . ,fierce anger . 
wrath,violent anger ;  vehement exasperation ;  indignation ;  rage ;  fury ;  ire . ,fierce anger . 
wreak,to execute in vengeance or passion ,to carry out or cause . 
wreak,to execute in vengeance or passion ,to carry out or cause . 
wreak,to execute in vengeance or passion ,to carry out or cause . 
wreak,to execute in vengeance or passion ,to carry out or cause . 
wreath,something twisted  intertwined or curled ;  as a wreath of smoke ;  a wreath of flowers . ,a band of flowers or leaves woven or twisted together in the shape of a circle and used as a symbol or decoration . 
wreath,something twisted  intertwined or curled ;  as a wreath of smoke ;  a wreath of flowers . ,a band of flowers or leaves woven or twisted together in the shape of a circle and used as a symbol or decoration . 
wreck,the destruction or injury of a vessel by being cast on shore  or on rocks or by being disabled or sunk by the force of winds or waves ,an action or event that results in great or total destruction .  
wreck,the destruction or injury of a vessel by being cast on shore  or on rocks or by being disabled or sunk by the force of winds or waves ,an action or event that results in great or total destruction .  
wreckage,that which has been wrecked ,what is left after something has been ruined or destroyed . 
wreckage,that which has been wrecked ,what is left after something has been ruined or destroyed . 
wren,any one of numerous species of small singing birds more or less resembling the true wrens in size and habits . ,a small brown songbird with a long bill and an upright tail . 
wren,any one of numerous species of small singing birds more or less resembling the true wrens in size and habits . ,a small brown songbird with a long bill and an upright tail . 
wrench,the system made up of a force and a couple of forces in a plane perpendicular to that force .  any number of forces acting at any points upon a rigid body may be compounded so as to be equivalent to a wrench . ,to damage or hurt by twisting .  
wrench,the system made up of a force and a couple of forces in a plane perpendicular to that force .  any number of forces acting at any points upon a rigid body may be compounded so as to be equivalent to a wrench . ,to damage or hurt by twisting .  
wrest,  to distort . ,to take away with  .   or as if with  .   a twist or pull . 
wrest,  to distort . ,to take away with  .   or as if with  .   a twist or pull . 
wrestle,a struggle between two persons to see which will throw the other down ;  a bout at wrestling ;  a wrestling match ;  a struggle . ,to take part in the sport of wrestling  .   or to struggle to throw and hold another to the ground .  
wrestle,a struggle between two persons to see which will throw the other down ;  a bout at wrestling ;  a wrestling match ;  a struggle . ,to take part in the sport of wrestling  .   or to struggle to throw and hold another to the ground .  
wrestling,of wrestle,an athletic exercise or contest in which two people struggle to throw and hold each other to the ground . 
wrestling,of wrestle,an athletic exercise or contest in which two people struggle to throw and hold each other to the ground . 
wretched,  despicable ,unhappy 
wretched,  despicable ,unhappy ;  miserable .  
wretched,  despicable ,  miserable .  
wriggle,to move the body to and fro with short  writhing motions like a worm ,to twist and turn ones body with quick movements from side to side 
wriggle,to move the body to and fro with short  writhing motions like a worm ,  wiggle .  
wriggle,to move the body to and fro with short  writhing motions like a worm ,to twist and turn ones body with quick movements from side to side ;  wiggle .  
wring,a writhing  as in anguish ,to twist and squeeze tightly .  
wring,a writhing  as in anguish ,to twist and squeeze tightly .  
wrinkle,hence  any roughness ;  unevenness . ,a fold or ridge on an otherwise flat surface  .   such as cloth or skin .  
wrinkle,hence  any roughness ;  unevenness . ,a fold or ridge on an otherwise flat surface  .   such as cloth or skin .  
wrist,the joint  or the region of the joint between the hand and the arm ,the joint between the arm and hand  .   or the bones that make up this joint . 
wrist,the joint  or the region of the joint between the hand and the arm ,the joint between the arm and hand  .   or the bones that make up this joint . 
write,  to communicate by letter . ,to form on a surface with a pen  .   pencil  .   typewriter  .   or other instrument .  
write,  to communicate by letter . ,to form on a surface with a pen  .   pencil  .   typewriter  .   or other instrument .  
writer,one who writes  or has written ;  a scribe ;  a clerk . ,one who writes .  
writer,one who writes  or has written ;  a scribe ;  a clerk . ,one who writes .  
writing,  as  the writings of addison . ,the act  .   art  .   or job of one who writes .  
writing,  as  the writings of addison . ,the act  .   art  .   or job of one who writes .  
written,of write,past participle of write .  
written,of write,past participle of write .  
wrong,  not legal ,not true  .   or correct .  
wrong,  not legal ,not true  .   or correct .  
wrong,  not legal ,not true  .   or correct .  
wrong,  not legal ,not true  .   or correct .  
wrote,of write,past tense of write . 
wrote,of write,past tense of write . 
wrung,of wring,past tense and past participle of wring . 
wrung,of wring,past tense and past participle of wring . 
x,x  the twenty fourth letter of the english alphabet has three sounds ,the twenty fourth letter of the english alphabet .  
x,x  the twenty fourth letter of the english alphabet has three sounds ,the twenty fourth letter of the english alphabet .  
xylophone,an instrument common among the russians  poles and tartars consisting of a series of strips of wood or glass graduated in length to the musical scale resting on belts of straw and struck with two small hammers .  called in germany strohfiedel or straw fiddle . ,a percussion instrument composed of a series of metal or wooden bars .  it is played by hitting the bars with small wooden mallets . 
xylophone,an instrument common among the russians  poles and tartars consisting of a series of strips of wood or glass graduated in length to the musical scale resting on belts of straw and struck with two small hammers .  called in germany strohfiedel or straw fiddle . ,a percussion instrument composed of a series of metal or wooden bars .  it is played by hitting the bars with small wooden mallets . 
y,one of the forked holders for supporting the telescope of a leveling instrument  or the axis of a theodolite ,the twenty fifth letter of the english alphabet .  
y,one of the forked holders for supporting the telescope of a leveling instrument  or the axis of a theodolite ,the twenty fifth letter of the english alphabet .  
yacht,a light and elegantly furnished vessel  used either for private parties of pleasure or as a vessel of state to convey distinguished persons from one place to another ;  a seagoing vessel used only for pleasure trips racing etc . ,a small ship used for private trips or racing . 
yacht,a light and elegantly furnished vessel  used either for private parties of pleasure or as a vessel of state to convey distinguished persons from one place to another ;  a seagoing vessel used only for pleasure trips racing etc . ,a small ship used for private trips or racing . 
yak,a bovine mammal  native of the high plains of central asia .  its neck  the outer side of its legs and its flanks are covered with long flowing fine hair .  its tail is long and bushy often white and is valued as an ornament and for other purposes in india and china .  there are several domesticated varieties some of which lack the mane and the long hair on the flanks .  called also chauri gua grunting cow grunting ox sarlac,a large  .   heavy mammal with long hair .  yaks are closely related to cattle .  they live in tibet and central asia .  people raise yaks to carry loads and for their milk  .   fur  .   and leather .  very few yaks are left in the wild . 
yak,a bovine mammal  native of the high plains of central asia .  its neck  the outer side of its legs and its flanks are covered with long flowing fine hair .  its tail is long and bushy often white and is valued as an ornament and for other purposes in india and china .  there are several domesticated varieties some of which lack the mane and the long hair on the flanks .  called also chauri gua grunting cow grunting ox sarlac,a large  .   heavy mammal with long hair .  yaks are closely related to cattle .  they live in tibet and central asia .  people raise yaks to carry loads and for their milk  .   fur  .   and leather .  very few yaks are left in the wild . 
yam,  also the plants themselves .  mostly natives of warm climates .  the plants have netted veined petioled leaves and pods with three broad wings .  the commonest species is d .  sativa but several others are cultivated . ,the root of a tropical climbing plant  .   or the plant itself .  the root is eaten as a cooked vegetable .  
yam,  also the plants themselves .  mostly natives of warm climates .  the plants have netted veined petioled leaves and pods with three broad wings .  the commonest species is d .  sativa but several others are cultivated . ,the root of a tropical climbing plant  .   or the plant itself .  the root is eaten as a cooked vegetable .  
yank,an abbreviation of yankee . , to pull or take out suddenly 
yank,an abbreviation of yankee . , to pull or take out suddenly ;  jerk .  
yank,an abbreviation of yankee . , to pull or take out suddenly ;  jerk .  
yank,an abbreviation of yankee . , to pull or take out suddenly 
yank,an abbreviation of yankee . ,  jerk .  
yank,an abbreviation of yankee . ,  jerk .  
yankee,of or pertaining to a yankee ;  characteristic of the yankees . ,a person who was born or lives in new england .  
yankee,of or pertaining to a yankee ;  characteristic of the yankees . ,a person who was born or lives in new england .  
yap,a bark ,to bark with sharp  .   high sounds .  
yap,a bark ,to bark with sharp  .   high sounds .  
yard,a branch ;  a twig . ,a unit of length equal to three feet or  .  meters .   
yard,a branch ;  a twig . ,an open area next to a house or other building .  
yard,a branch ;  a twig . ,a unit of length equal to three feet or  .  meters .   
yard,a branch ;  a twig . ,an open area next to a house or other building .  
yardstick,a stick three feet  or a yard in length used as a measure of cloth etc . ,a measuring stick three feet long .  
yardstick,a stick three feet  or a yard in length used as a measure of cloth etc . ,a measuring stick three feet long .  
yarn,  also  thread of other material as of cotton flax hemp or silk ,a strand of twisted fibers made from silk  .   cotton  .   wool  .   or other materials and used for knitting or weaving .  
yarn,  also  thread of other material as of cotton flax hemp or silk ,a strand of twisted fibers made from silk  .   cotton  .   wool  .   or other materials and used for knitting or weaving .  
yawn,to open wide ,to open the mouth wide while breathing in deeply .  yawning can show tiredness or boredom .  
yawn,to open wide ,to open the mouth wide while breathing in deeply .  yawning can show tiredness or boredom .  
ye,an old method of printing the article the   the y being used in place of the anglo saxon thorn  .  it is sometimes incorrectly pronounced ye .  see the and thorn n .   . ,you .  ye was in common use during the middle ages  .   but today is used mainly in religious and literary writings . 
ye,an old method of printing the article the   the y being used in place of the anglo saxon thorn  .  it is sometimes incorrectly pronounced ye .  see the and thorn n .   . ,the .  ye is a misreading of an old spelling of the in which the letter for the th sound looked like a y .  when stores today put ye on their signs  .   they do so in order to look old fashioned . 
ye,an old method of printing the article the   the y being used in place of the anglo saxon thorn  .  it is sometimes incorrectly pronounced ye .  see the and thorn n .   . ,you .  ye was in common use during the middle ages  .   but today is used mainly in religious and literary writings . 
ye,an old method of printing the article the   the y being used in place of the anglo saxon thorn  .  it is sometimes incorrectly pronounced ye .  see the and thorn n .   . ,the .  ye is a misreading of an old spelling of the in which the letter for the th sound looked like a y .  when stores today put ye on their signs  .   they do so in order to look old fashioned . 
year,the time of the apparent revolution of the sun trough the ecliptic ;  the period occupied by the earth in making its revolution around the sun  called the astronomical year ;  also a period more or less nearly agreeing with this adopted by various nations as a measure of time and called the civil year ;  as the common lunar year of  days still in use among the mohammedans ;  the year of  days etc .  in common usage the year consists of  days and every fourth year  of  days a day being added to february on that year,a unit of time equal to  days or  .   every fourth year  .    days  .   from january through december ;  twelve months .   
year,the time of the apparent revolution of the sun trough the ecliptic ;  the period occupied by the earth in making its revolution around the sun  called the astronomical year ;  also a period more or less nearly agreeing with this adopted by various nations as a measure of time and called the civil year ;  as the common lunar year of  days still in use among the mohammedans ;  the year of  days etc .  in common usage the year consists of  days and every fourth year  of  days a day being added to february on that year,  twelve months .   
year,the time of the apparent revolution of the sun trough the ecliptic ;  the period occupied by the earth in making its revolution around the sun  called the astronomical year ;  also a period more or less nearly agreeing with this adopted by various nations as a measure of time and called the civil year ;  as the common lunar year of  days still in use among the mohammedans ;  the year of  days etc .  in common usage the year consists of  days and every fourth year  of  days a day being added to february on that year,a unit of time equal to  days or  .   every fourth year  .    days  .   from january through december 
yearly,happening  accruing or coming every year ;  annual ;  as a yearly income ;  a yearly feast . ,happening once a year or every year .  
yearly,happening  accruing or coming every year ;  annual ;  as a yearly income ;  a yearly feast . ,happening once a year or every year .  
yeast,  esp .  members of the orders endomycetales and moniliales .  some fungi may grow both as a yeast or as a mycelium depending on the conditions of growth . ,tiny  .   single cells of certain fungi that are used to make bread  .   alcohol  .   and some medicines . 
yeast,  esp .  members of the orders endomycetales and moniliales .  some fungi may grow both as a yeast or as a mycelium depending on the conditions of growth . ,tiny  .   single cells of certain fungi that are used to make bread  .   alcohol  .   and some medicines . 
yell,a sharp  loud hideous outcry . ,to scream out loudly  .   as in pain  .   anger  .   fear  .   surprise  .   or excitement .  
yell,a sharp  loud hideous outcry . ,to scream out loudly  .   as in pain  .   anger  .   fear  .   surprise  .   or excitement .  
yellow,to become yellow or yellower . ,the color of an egg yolk or ripe lemon ;  the color between orange and green on the color spectrum .  
yellow,to become yellow or yellower . ,the color of an egg yolk or ripe lemon 
yellow,to become yellow or yellower . ,  the color between orange and green on the color spectrum .  
yelp,  to yaup . ,to cry out or bark quickly and sharply .  
yelp,  to yaup . ,to cry out or bark quickly and sharply .  
yen,of ye, a yearning or desire . 
yen,of ye,the main unit of money in japan . 
yen,of ye,the main unit of money in japan . 
yen,of ye, a yearning or desire . 
yes,ay ,it is as you say or ask  .  
yes,ay ,it is as you say or ask  .  
yesterday,on the day last past ;  on the day preceding to day ;  as  the affair took place yesterday . ,on the day before today .  
yesterday,on the day last past ;  on the day preceding to day ;  as  the affair took place yesterday . ,on the day before today .  
yet,nevertheless ;  notwithstanding ;  however . ,  at this time .  
yet,nevertheless ;  notwithstanding ;  however . ,so far ;  at this time .  
yet,nevertheless ;  notwithstanding ;  however . ,so far 
yew,of or pertaining to yew trees ;  made of the wood of a yew tree ;  as  a yew whipstock . ,an evergreen tree or shrub that has sharp  .   flat needles and poisonous red berries .  
yew,of or pertaining to yew trees ;  made of the wood of a yew tree ;  as  a yew whipstock . ,an evergreen tree or shrub that has sharp  .   flat needles and poisonous red berries .  
yield,  the door yielded . ,to give forth or produce .  
yield,  the door yielded . ,to give forth or produce .  
yodel,alt .  of yodle,to sing or call out with quick changes of the voice so that sounds range in an instant from low or medium pitch  .   with sounds coming from the chest  .   to very high pitch .  yodeling is popular among the mountain people of the alps .  
yodel,alt .  of yodle,to sing or call out with quick changes of the voice so that sounds range in an instant from low or medium pitch  .   with sounds coming from the chest  .   to very high pitch .  yodeling is popular among the mountain people of the alps .  
yoga,a species of asceticism among the hindoos  which consists in a complete abstraction from all worldly objects by which the votary expects to obtain union with the universal spirit and to acquire superhuman faculties . , a hindu practice made up of a system of physical and mental exercises that free the self from the body and mind to find spiritual peace . 
yoga,a species of asceticism among the hindoos  which consists in a complete abstraction from all worldly objects by which the votary expects to obtain union with the universal spirit and to acquire superhuman faculties . , a hindu practice made up of a system of physical and mental exercises that free the self from the body and mind to find spiritual peace . 
yoke,a frame of wood fitted to a persons shoulders for carrying pails  etc .  suspended on each side ,a device used to join together a pair of work animals .  a yoke is made up of a wooden bar with two u shaped ends that fit around the animals heads .  
yoke,a frame of wood fitted to a persons shoulders for carrying pails  etc .  suspended on each side ,a device used to join together a pair of work animals .  a yoke is made up of a wooden bar with two u shaped ends that fit around the animals heads .  
yolk,an oily secretion which naturally covers the wool of sheep . ,the yellow part of an egg .  the yolk feeds the baby bird until it is hatched .  people use egg yolks in many food dishes . 
yolk,an oily secretion which naturally covers the wool of sheep . ,the yellow part of an egg .  the yolk feeds the baby bird until it is hatched .  people use egg yolks in many food dishes . 
yonder,  yon . , somewhat distant  .   but within sight .  
yonder,  yon . , somewhat distant  .   but within sight .  
you,the pronoun of the second person  in the nominative dative and objective case indicating the person or persons addressed .  see the note under ye . ,the person or persons being spoken or written to .  
you,the pronoun of the second person  in the nominative dative and objective case indicating the person or persons addressed .  see the note under ye . ,the person or persons being spoken or written to .  
young,  as a young child ,at an early stage of life or growth .  
young,  as a young child ,at an early stage of life or growth .  
youngster,  a lad . ,a young person 
youngster,  a lad . ,  child . 
youngster,  a lad . ,a young person ;  child . 
your,the form of the possessive case of the personal pronoun you . ,belonging to  .   done by  .   or having to do with the person being spoken or written to .  
your,the form of the possessive case of the personal pronoun you . ,belonging to  .   done by  .   or having to do with the person being spoken or written to .  
yours,see the note under your . ,that or those belonging to you  .   done by you  .   or having to do with you . 
